name,category,city,district,address,tel,pet_policy,fee,notes,source,last_updated,confidence,friendliness_level
無名Coffee,cafe,上海,黄浦区,南昌路,,宠物友好,消费制,进店提供温热水碗、免费三文鱼冻干礼包、隐藏款汪之喜悦羊奶特调酸奶杯、非高峰期可在店内探索,小红书,2026-08-12,高,1
野空间·森林咖啡·西餐,cafe,上海,闵行区,联建路联民村六组内,,宠物友好,消费制,森林咖啡馆、绿树成荫不晒、店内有水碗和停狗位、有驱蚊用品、汉堡披萨轻食,小红书,2026-08-12,中,1
海湾森林公园,park,上海,奉贤区,海湾镇随塘河路1677号,,允许携带宠物,门票制,沪上最大人工生态林、可带狗狗划船露营、800米林间步道热身、大草坪人少清净可自由社交,小红书,2026-08-12,高,1
徐汇滨江,park,上海,徐汇区,龙美术馆至西岸梦中心,,宠物友好绿地,免费,超长滨江步道、人宠分流设计、西岸梦中心多家宝藏小店可带宠、首家宠物主题邮局、龙美术馆狗狗公园,小红书,2026-08-12,高,1
崇明东滩(东平国家森林公园),park,上海,崇明区,东平国家森林公园,,宠物友好景区,门票制,刚开放的宠物友好景区、地广人稀、水杉林荷花池紫藤长廊大草坪、适合人宠飞盘运动,小红书,2026-08-12,高,1
無錫陽山花間堂·桃花島,hotel,无锡,惠山区,阳山脚下,,允许携带,200元/次,免费游览桃花岛、创意宠物小日子活动,小红书,2026-08-12,中,1
秘境·三清宮聖地酒店,hotel,上饶,玉山县,三清山顶,,允许携带,免费,三清山顶唯一宠物友好、原木风、看日出日落超方便,小红书,2026-08-12,中,1
西塘樂慕兒民宿,hotel,嘉兴,嘉善县,西塘,,允许携带,80元/次,自带12万平有机牧場、小狗玩疯,小红书,2026-08-12,中,1
HZ! Puppy Café 不错的小狗咖啡,cafe,北京,石景山区,郎园Park内/上庄大街东侧朗园平房N1005,,宠物友好优先接待,消费制,奶油风治愈空间、超大室外封闭草坪可跑酷、安全围栏+宠物纸尿裤、宠物零食周边销售、试营业8.8折,小红书,2026-08-12,高,1
丹霞灵溪森林度假景区,scenic,韶关,仁化县,,,全程宠物友好,门票制,可带狗坐彩虹缆车、体验森林小火车、草野射箭泛舟游湖、可带宠物漂流、必须全程牵绳,小红书,2026-08-12,高,1
水口未来公园,park,韶关,浈江区,新韶镇水口未来公园,,允许携带,免费,农文旅微度假目的地、田园江景古树人文景点、宫崎骏世界感、免费开放露营拍照,小红书,2026-08-12,中,1
摩尔城商业中心,mall,韶关,浈江区,摩尔城商业中心,,宠物友好商圈,免费,韶关首个宠物友好商圈、专属宠物推车+牵引绳出租、积分兑换宠物用品、4楼宠物游乐场、宠物友好电梯标识,小红书,2026-08-12,高,1
曼禾间·咖啡·甜品,cafe,广州,白云区,同和街道南湖中路1号,,中小型宠物可入店,消费制,近南湖、室外大草坪足够玩耍、法式花园打卡点、可交朋友,小红书,2026-08-12,中,1
无限极广场,mall,广州,白云区,云城南二路2号(飞翔公园地铁站C口),,全公域可携宠进入,免费,白云区唯一萌宠园·趣野广州宠物友好商场、近1000㎡户外大草坪、可借推车牵引绳饮水碗嘴套、10+宠物友好商户、Pawpawstar人宠社交中心、爱宠奇遇堡乐园,小红书,2026-08-12,高,1
京溪生态公园,park,广州,白云区,犀牛角山(沙太北路金湖·翡翠山东侧),,允许携带,免费,0元野趣绿野仙踪携宠吸氧、12KM徒步大环线、步道平缓斜坡、地铁直达,小红书,2026-08-12,中,1
Un:no coffee,cafe,广州,荔湾区,文化公园站D出口步行80m,,宠物友好,消费制,韩风咖啡馆、店员喜欢小动物会主动问要不要给狗狗准备水、人均40+套餐超值,小红书,2026-08-12,中,1
HX咖啡,cafe,广州,荔湾区,光复北路麻纱巷1号首层,,允许携带宠物,消费制,收养流浪猫狗、酷炫装修风格,小红书,2026-08-12,中,1
MOMO park,mall,西安,雁塔区,,,宠物友好,免费,西安最具艺术气息购物中心之一、宠物友好电梯/宠物推车/宠物用品、适合中小型宠物,小红书,2026-08-12,高,1
西安老城根 G Park,mall,西安,莲湖区,,,开放式街区宠物友好,免费,开放街区设计、户外牵绳可自由落地行走、经常举办宠物市集,小红书,2026-08-12,高,1
Jill纸柚咖啡,cafe,西安,,时光文化公园,,宠物友好,消费制,精致饮品餐食、户外奔跑空间、周末一位难求,小红书,2026-08-12,中,1
ButterCream奶油小狗,community,西安,,,,专业人宠社交空间,消费制,集宠物游乐/社交互动/主题摄影/轻食餐饮于一体的综合性狗狗乐园,小红书,2026-08-12,高,1
HALLAKE浩李客(源创Oya店),cafe,西安,,源创Oya街区,,宠物友好,消费制,工业风+宠物友好街区、广阔公共开放空间牵绳落地行走、咖啡+宠物+艺术第三空间,小红书,2026-08-12,中,1
坡峰cafe,cafe,北京,房山区,周口店镇黄山店村坡峰岭景区内,13801031527,仅咖啡馆区域可带宠物,消费制+景区门票,藏在坡峰岭景区内、原木风房屋直面山谷、雨天看云雾漫山、红宝石冰美式招牌,小红书,2026-08-12,中,2
圣水莲庭民宿,hotel,北京,房山区,深山中,,宠物友好民宿,需咨询,独立庭院每栋小院、狗狗可自由奔跑、佛系度假,小红书,2026-08-12,中,1
北京熙悦天街,mall,北京,房山区,长于大街28号院,010-60308777,全场景宠物友好商圈,免费,房山首个宠物友好商场、A馆B1层宠物专属卫生间、宠物友好电梯、宠物友好公约,小红书,2026-08-12,高,1
CacheCoffee珈事咖啡(望海店),cafe,深圳,南山区,望海路楓葉望海公館A座01室,18938889025,寵物友善,消费制,门口放狗狗水碗、店员主动指引、花生醬三明治和芝士厚蛋三明治巨扎实,小红书/大众点评,2026-08-12,高,1
CHOISAN丘山咖啡(設計公社店),cafe,深圳,南山区,興科路萬科雲城設計公社B5區B506號,19129459072,寵物友善,消费制,狗子备了水碗、外摆区秋日感、开心果巴斯克甜度拿捏好,小红书/大众点评,2026-08-12,高,1
Woah Cafe别墅狗咖店,cafe,深圳,福田区,沙头街道新洲南村,,宠物互动体验,套票193元,独栋别墅改造、柴犬边牧博美金毛拉布拉多10余种狗狗驻场、双人参狗套票含2杯饮品+宠物零食+无限时互动,小红书,2026-08-12,高,1
Saanci山池,cafe,深圳,南山区,海上世界文化艺术中心1楼,,宠物友好,消费制,日系侘寂风、无敌海景露台、云南精品豆手冲、白桃荔枝清新饮品,小红书,2026-08-12,高,1
Around Me屋簷咖啡,cafe,深圳,南山区,汕头街21号(华侨城文创园附近),,宠物友好,消费制,花园式庭院+韩系ins风、藻抹茶拿铁/炭粉拿铁、香水柠檬蛋糕造型吸睛,小红书,2026-08-12,中,1
Soulmade Coffee,cafe,深圳,福田区,,,宠物友好,消费制,液体柠檬派创意独特、西梅可可冷萃低咖啡因、简约温馨+户外座位,小红书,2026-08-12,中,1
莫干山裸心谷,hotel,湖州,德清县,莫干山,,宠物友好套餐,人均1k+,夯土小屋=宠物天堂、专门宠物床食盆玩具、kikaboni法餐厅米其林级料理含宠物餐、萌宠手工坊DIY、最多带两只宝、包宠物清洁费,小红书/携程,2026-08-12,高,1
